https://youtube.com/watch?v=PghEccwexqs	available	Castlevania Lords Of Shadow OST - Ruined Bridge
https://youtube.com/watch?v=SNAltPvNUrA	available	Rayman 1 OST - Entering The Cavern
https://youtube.com/watch?v=9784-KKye1U	available	Dragon's Crown OST - A Moment of Rest
https://youtube.com/watch?v=Rv012tX_MfI	available	Dragon's Crown OST - Memories to be Told
https://youtube.com/watch?v=POlBtkE2mok	available	Ed Harrison - Nimbus [Neotokyo OST]
https://youtube.com/watch?v=QkUfTArwlS4	available	Assassin's Creed Brotherhood OST - City of Rome (Track 02)
https://youtube.com/watch?v=qSiLirUz-GI	available	Terra Battle Soundtrack - The Maker's Beckoning [Menu Theme]
https://youtube.com/watch?v=hKGv2wYIzTU	available	Terra Battle Soundtrack - Evening At The Tavern
https://youtube.com/watch?v=ToNkuMuiJbw	available	Endless Sea of Stars - GrimGrimoire OnceMore OST
https://youtube.com/watch?v=TT6ci6qFvRE	available	Ancient Secrets - GrimGrimoire OnceMore OST
https://youtube.com/watch?v=1XM8ReW9NvA	available	Donkey Kong Country OST (Super Nintendo) - Track 07/23 - Aquatic Ambiance
https://youtube.com/watch?v=Ior-jYblXU0	available	Donkey Kong Country OST (Super Nintendo) - Track 11/23 - Life in the Mines
https://youtube.com/watch?v=uiO49xj_vbQ	available	33  Yu Gi Oh! Forbidden Memories OST    Forbidden Ruins
